project_id,project_name,slug,project_path,tier,resolved_status,target_journal,portfolio_priority,ops_readiness_score,citation_readiness_score,workflow_readiness_score,recommended_license,source_paper_signal,source_protocol_signal,existing_pages_url,deposit_state,rewrite_workbook_source,rewrite_present,rewrite_valid,rewrite_word_count,rewrite_sentence_count,rewrite_matches_current,rewrite_status,publish_now,e156_body_status,protocol_status,dashboard_status,code_release_status,mit_license_status,github_status,pages_status,pdf_status,synthesis_status,source_article_path,github_repo_url,github_pages_url,paper_pdf_path,synthesis_article_url,notes,last_updated
ext-projects-ctgov-condition-excess-watchlist,ctgov-condition-excess-watchlist,projects-ctgov-condition-excess-watchlist,C:\Projects\ctgov-condition-excess-watchlist,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-condition-excess-watchlist\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-condition-ghost-watchlist,ctgov-condition-ghost-watchlist,projects-ctgov-condition-ghost-watchlist,C:\Projects\ctgov-condition-ghost-watchlist,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-condition-ghost-watchlist\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-condition-hiddenness-map,ctgov-condition-hiddenness-map,projects-ctgov-condition-hiddenness-map,C:\Projects\ctgov-condition-hiddenness-map,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,draft,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-condition-hiddenness-map\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-condition-overdue-debt,ctgov-condition-overdue-debt,projects-ctgov-condition-overdue-debt,C:\Projects\ctgov-condition-overdue-debt,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-condition-overdue-debt\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-condition-sponsor-repeaters,ctgov-condition-sponsor-repeaters,projects-ctgov-condition-sponsor-repeaters,C:\Projects\ctgov-condition-sponsor-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewriting,yes,draft,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-condition-sponsor-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-condition-text-asymmetry,ctgov-condition-text-asymmetry,projects-ctgov-condition-text-asymmetry,C:\Projects\ctgov-condition-text-asymmetry,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-condition-text-asymmetry\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-ancient-backlog,ctgov-country-ancient-backlog,projects-ctgov-country-ancient-backlog,C:\Projects\ctgov-country-ancient-backlog,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-ancient-backlog\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-condition-hiddenness,ctgov-country-condition-hiddenness,projects-ctgov-country-condition-hiddenness,C:\Projects\ctgov-country-condition-hiddenness,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-condition-hiddenness\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-description-black-box,ctgov-country-description-black-box,projects-ctgov-country-description-black-box,C:\Projects\ctgov-country-description-black-box,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-description-black-box\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-enrollment-gap,ctgov-country-enrollment-gap,projects-ctgov-country-enrollment-gap,C:\Projects\ctgov-country-enrollment-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-enrollment-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-excess-watchlist,ctgov-country-excess-watchlist,projects-ctgov-country-excess-watchlist,C:\Projects\ctgov-country-excess-watchlist,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-excess-watchlist\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-ghost-watchlist,ctgov-country-ghost-watchlist,projects-ctgov-country-ghost-watchlist,C:\Projects\ctgov-country-ghost-watchlist,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-ghost-watchlist\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-narrative-gap,ctgov-country-narrative-gap,projects-ctgov-country-narrative-gap,C:\Projects\ctgov-country-narrative-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-narrative-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-overdue-debt,ctgov-country-overdue-debt,projects-ctgov-country-overdue-debt,C:\Projects\ctgov-country-overdue-debt,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-overdue-debt\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-reporting-map,ctgov-country-reporting-map,projects-ctgov-country-reporting-map,C:\Projects\ctgov-country-reporting-map,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-reporting-map\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-country-sponsor-repeaters,ctgov-country-sponsor-repeaters,projects-ctgov-country-sponsor-repeaters,C:\Projects\ctgov-country-sponsor-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-country-sponsor-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-description-black-box-repeaters,ctgov-description-black-box-repeaters,projects-ctgov-description-black-box-repeaters,C:\Projects\ctgov-description-black-box-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-description-black-box-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-disease-geography-gap,ctgov-disease-geography-gap,projects-ctgov-disease-geography-gap,C:\Projects\ctgov-disease-geography-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-disease-geography-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-evidence-visibility-gap,ctgov-evidence-visibility-gap,projects-ctgov-evidence-visibility-gap,C:\Projects\ctgov-evidence-visibility-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-evidence-visibility-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-hiddenness-atlas,ctgov-hiddenness-atlas,projects-ctgov-hiddenness-atlas,C:\Projects\ctgov-hiddenness-atlas,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-hiddenness-atlas\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-industry-disclosure-gap,ctgov-industry-disclosure-gap,projects-ctgov-industry-disclosure-gap,C:\Projects\ctgov-industry-disclosure-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-industry-disclosure-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-industry-family-repeaters,ctgov-industry-family-repeaters,projects-ctgov-industry-family-repeaters,C:\Projects\ctgov-industry-family-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-industry-family-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-metabolic-hiddenness,ctgov-metabolic-hiddenness,projects-ctgov-metabolic-hiddenness,C:\Projects\ctgov-metabolic-hiddenness,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,draft,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-metabolic-hiddenness\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-modality-sponsor-repeaters,ctgov-modality-sponsor-repeaters,projects-ctgov-modality-sponsor-repeaters,C:\Projects\ctgov-modality-sponsor-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-modality-sponsor-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-narrative-gap-repeaters,ctgov-narrative-gap-repeaters,projects-ctgov-narrative-gap-repeaters,C:\Projects\ctgov-narrative-gap-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-narrative-gap-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-oncology-hiddenness,ctgov-oncology-hiddenness,projects-ctgov-oncology-hiddenness,C:\Projects\ctgov-oncology-hiddenness,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,draft,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-oncology-hiddenness\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-overdue-results-clock,ctgov-overdue-results-clock,projects-ctgov-overdue-results-clock,C:\Projects\ctgov-overdue-results-clock,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-overdue-results-clock\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-phase-reporting-gap,ctgov-phase-reporting-gap,projects-ctgov-phase-reporting-gap,C:\Projects\ctgov-phase-reporting-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-phase-reporting-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-probable-act-fdaaa-debt,ctgov-probable-act-fdaaa-debt,projects-ctgov-probable-act-fdaaa-debt,C:\Projects\ctgov-probable-act-fdaaa-debt,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-probable-act-fdaaa-debt\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-publication-index-gap,ctgov-publication-index-gap,projects-ctgov-publication-index-gap,C:\Projects\ctgov-publication-index-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-publication-index-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-publication-undercount-audit,ctgov-publication-undercount-audit,projects-ctgov-publication-undercount-audit,C:\Projects\ctgov-publication-undercount-audit,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-publication-undercount-audit\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-risk-adjusted-hiddenness,ctgov-risk-adjusted-hiddenness,projects-ctgov-risk-adjusted-hiddenness,C:\Projects\ctgov-risk-adjusted-hiddenness,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-risk-adjusted-hiddenness\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-rule-era-reporting-gap,ctgov-rule-era-reporting-gap,projects-ctgov-rule-era-reporting-gap,C:\Projects\ctgov-rule-era-reporting-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-rule-era-reporting-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
66,ctgov-search-strategies,ctgov-search-strategies-66,C:\Projects\ctgov-search-strategies\,Tier 10,Active,,medium,65,85,80,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/ctgov-search-strategies-66.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,missing,draft,draft,ready,missing,missing,draft,pending,not-configured,,,,,,,
ext-projects-ctgov-sponsor-ancient-backlog,ctgov-sponsor-ancient-backlog,projects-ctgov-sponsor-ancient-backlog,C:\Projects\ctgov-sponsor-ancient-backlog,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-ancient-backlog\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-backlog-concentration,ctgov-sponsor-backlog-concentration,projects-ctgov-sponsor-backlog-concentration,C:\Projects\ctgov-sponsor-backlog-concentration,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-sponsor-backlog-concentration\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-class-hiddenness,ctgov-sponsor-class-hiddenness,projects-ctgov-sponsor-class-hiddenness,C:\Projects\ctgov-sponsor-class-hiddenness,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-sponsor-class-hiddenness\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-class-primary-only-gap,ctgov-sponsor-class-primary-only-gap,projects-ctgov-sponsor-class-primary-only-gap,C:\Projects\ctgov-sponsor-class-primary-only-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-class-primary-only-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-detailed-description-gap,ctgov-sponsor-detailed-description-gap,projects-ctgov-sponsor-detailed-description-gap,C:\Projects\ctgov-sponsor-detailed-description-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-detailed-description-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-enrollment-gap-repeaters,ctgov-sponsor-enrollment-gap-repeaters,projects-ctgov-sponsor-enrollment-gap-repeaters,C:\Projects\ctgov-sponsor-enrollment-gap-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-enrollment-gap-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-excess-watchlist,ctgov-sponsor-excess-watchlist,projects-ctgov-sponsor-excess-watchlist,C:\Projects\ctgov-sponsor-excess-watchlist,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-excess-watchlist\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-ghost-repeaters,ctgov-sponsor-ghost-repeaters,projects-ctgov-sponsor-ghost-repeaters,C:\Projects\ctgov-sponsor-ghost-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-ghost-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-overdue-debt,ctgov-sponsor-overdue-debt,projects-ctgov-sponsor-overdue-debt,C:\Projects\ctgov-sponsor-overdue-debt,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-overdue-debt\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-primary-only-gap,ctgov-sponsor-primary-only-gap,projects-ctgov-sponsor-primary-only-gap,C:\Projects\ctgov-sponsor-primary-only-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewriting,yes,draft,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-sponsor-primary-only-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-primary-outcome-gap,ctgov-sponsor-primary-outcome-gap,projects-ctgov-sponsor-primary-outcome-gap,C:\Projects\ctgov-sponsor-primary-outcome-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-primary-outcome-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-sponsor-text-asymmetry,ctgov-sponsor-text-asymmetry,projects-ctgov-sponsor-text-asymmetry,C:\Projects\ctgov-sponsor-text-asymmetry,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-sponsor-text-asymmetry\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-strict-core-black-box,ctgov-strict-core-black-box,projects-ctgov-strict-core-black-box,C:\Projects\ctgov-strict-core-black-box,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-strict-core-black-box\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-strict-proxy-repeaters,ctgov-strict-proxy-repeaters,projects-ctgov-strict-proxy-repeaters,C:\Projects\ctgov-strict-proxy-repeaters,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-strict-proxy-repeaters\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-structural-missingness,ctgov-structural-missingness,projects-ctgov-structural-missingness,C:\Projects\ctgov-structural-missingness,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-structural-missingness\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-us-vs-exus-sponsor-classes,ctgov-us-vs-exus-sponsor-classes,projects-ctgov-us-vs-exus-sponsor-classes,C:\Projects\ctgov-us-vs-exus-sponsor-classes,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewriting,yes,draft,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\Projects\ctgov-us-vs-exus-sponsor-classes\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ctgov-us-vs-global-gap,ctgov-us-vs-global-gap,projects-ctgov-us-vs-global-gap,C:\Projects\ctgov-us-vs-global-gap,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\ctgov-us-vs-global-gap\e156-submission\paper.md,,,,,Workbook-only project discovered from the C drive scan.,
67,cv-rct-analysis,cv-rct-analysis-67,C:\Projects\cv-rct-analysis\,Tier 10,Shipped,,medium,71,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/cv-rct-analysis-67.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
13,Dose-Response NMA,dose-response-nma-13,C:\HTML apps\nma-dose-response-app\,Tier 2,Archived,,medium,80,85,85,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/dose-response-nma-13.html,awaiting-release,C:\E156\rewrite-workbook.txt,yes,yes,154,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-html-apps-dosehtml,dosehtml,html-apps-dosehtml,C:\HTML apps\dosehtml,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,ready,ready,ready,ready,ready,published,missing,pending,not-configured,C:\HTML apps\dosehtml\e156-submission\paper.json,dosehtml,,,,Workbook-only project discovered from the C drive scan.,
ext-models-dpma,DPMA,models-dpma,C:\Models\DPMA,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\DPMA\e156-submission\paper.json,dpma,,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-drivepulse,DrivePulse,users-user-drivepulse,C:\Users\user\DrivePulse,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\DrivePulse\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
